cycle,sim_ns,rst_n,s0_sample_seq_axi,s0_seq_pre,s1_valid_s1,s1_distance,s1_approach_speed,s1_gyro_z,s1_accel_z,s1_temperature,s1_humidity,s1_lux,s1_delta_distance,s1_delta_gyro_z,s1_delta_accel_z,s1_delta_temp,s1_pred_gyro_z_1,s1_pred_distance,s1_gyro_z_x_S_GYR,s2_range_err,s2_jump_err,s2_stuck_err,s2_noise_err,s2_timeout_err,s2_timeout_phase_cnt,s2b_cons_gyro_z,s2b_cons_accel_x,s2b_cons_distance,s3_rel_distance,s3_rel_gyro_z,s3_rel_accel_z,s3_rel_temp,s3_rel_hum,s4_collision,s4_road_A,s4_road_B,s4_vision_A,s4_posture_C,s4e_collision,s4e_road_A,s4e_road_B,s4e_vision_A,s4e_posture_C,s5_eff_road_A,s5_eff_posture_C,s5_col_brake,s5_road_B_brake,s5_surface_cap,s5_lateral_cap,s5_brake_cap,s5_requested_brake,s5_final_brake,s5_final_accel,s5_td,s5_mrm,s5_hud,s5_td_remain,s5_valid_out
0,5000,0,x,x,x,X,X,x,x,x,X,X,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,x,x,15,15,15,x,x,x,x,x,0,x,x
7856,78565000,1,56,56,0,20000,0,-2,978,219,40,29763,0,0,2,-1,0,0,-2048,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7857,78575000,1,56,56,0,20000,0,-2,978,219,40,29763,0,0,2,-1,0,0,-2048,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7858,78585000,1,56,56,0,20000,0,-2,978,219,40,29763,0,0,2,-1,0,0,-2048,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7859,78595000,1,56,56,0,20000,0,-2,978,219,40,29763,0,0,2,-1,0,0,-2048,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7860,78605000,1,56,56,0,20000,0,-2,978,219,40,29763,0,0,2,-1,0,0,-2048,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7861,78615000,1,56,56,0,20000,0,-2,978,219,40,29763,0,0,2,-1,0,0,-2048,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7862,78625000,1,57,57,0,20000,0,-2,978,219,40,29763,0,0,2,-1,0,0,-2048,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7863,78635000,1,57,57,1,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7864,78645000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7865,78655000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,3
7866,78665000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7867,78675000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7868,78685000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7869,78695000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7870,78705000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7871,78715000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7872,78725000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7873,78735000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7874,78745000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7875,78755000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7876,78765000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7877,78775000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7878,78785000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7879,78795000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7880,78805000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7881,78815000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7882,78825000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7883,78835000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7884,78845000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7885,78855000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7886,78865000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7887,78875000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7888,78885000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7889,78895000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7890,78905000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7891,78915000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7892,78925000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7893,78935000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7894,78945000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7895,78955000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7896,78965000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7897,78975000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7898,78985000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7899,78995000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7900,79005000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7901,79015000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7902,79025000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7903,79035000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7904,79045000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7905,79055000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7906,79065000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7907,79075000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7908,79085000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7909,79095000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7910,79105000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7911,79115000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7912,79125000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7913,79135000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7914,79145000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7915,79155000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7916,79165000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7917,79175000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7918,79185000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7919,79195000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7920,79205000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7921,79215000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7922,79225000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7923,79235000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7924,79245000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7925,79255000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7926,79265000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7927,79275000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7928,79285000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7929,79295000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7930,79305000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7931,79315000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7932,79325000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7933,79335000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7934,79345000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7935,79355000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7936,79365000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7937,79375000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7938,79385000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7939,79395000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7940,79405000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7941,79415000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7942,79425000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7943,79435000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7944,79445000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7945,79455000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7946,79465000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7947,79475000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7948,79485000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7949,79495000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7950,79505000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7951,79515000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7952,79525000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7953,79535000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7954,79545000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7955,79555000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7956,79565000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7957,79575000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7958,79585000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7959,79595000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
7960,79605000,1,57,57,0,20000,0,-2,978,219,40,29763,0,1,1,-3,0,0,-2048,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
