cycle,sim_ns,rst_n,s0_sample_seq_axi,s0_seq_pre,s1_valid_s1,s1_distance,s1_approach_speed,s1_gyro_z,s1_accel_z,s1_temperature,s1_humidity,s1_lux,s1_delta_distance,s1_delta_gyro_z,s1_delta_accel_z,s1_delta_temp,s1_pred_gyro_z_1,s1_pred_distance,s1_gyro_z_x_S_GYR,s2_range_err,s2_jump_err,s2_stuck_err,s2_noise_err,s2_timeout_err,s2_timeout_phase_cnt,s2b_cons_gyro_z,s2b_cons_accel_x,s2b_cons_distance,s3_rel_distance,s3_rel_gyro_z,s3_rel_accel_z,s3_rel_temp,s3_rel_hum,s4_collision,s4_road_A,s4_road_B,s4_vision_A,s4_posture_C,s4e_collision,s4e_road_A,s4e_road_B,s4e_vision_A,s4e_posture_C,s5_eff_road_A,s5_eff_posture_C,s5_col_brake,s5_road_B_brake,s5_surface_cap,s5_lateral_cap,s5_brake_cap,s5_requested_brake,s5_final_brake,s5_final_accel,s5_td,s5_mrm,s5_hud,s5_td_remain,s5_valid_out
0,5000,0,x,x,x,X,X,x,x,x,X,X,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,x,x,15,15,15,x,x,x,x,x,0,x,x
4696,46965000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4697,46975000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4698,46985000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4699,46995000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4700,47005000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4701,47015000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4702,47025000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4703,47035000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4704,47045000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4705,47055000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4706,47065000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4707,47075000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4708,47085000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4709,47095000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4710,47105000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4711,47115000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4712,47125000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4713,47135000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4714,47145000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4715,47155000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4716,47165000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4717,47175000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4718,47185000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4719,47195000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4720,47205000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4721,47215000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4722,47225000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4723,47235000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4724,47245000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4725,47255000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4726,47265000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4727,47275000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4728,47285000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4729,47295000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4730,47305000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4731,47315000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4732,47325000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4733,47335000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4734,47345000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4735,47355000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4736,47365000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4737,47375000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4738,47385000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4739,47395000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4740,47405000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4741,47415000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4742,47425000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4743,47435000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4744,47445000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4745,47455000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4746,47465000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4747,47475000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4748,47485000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4749,47495000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4750,47505000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4751,47515000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4752,47525000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4753,47535000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4754,47545000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4755,47555000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4756,47565000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4757,47575000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4758,47585000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4759,47595000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4760,47605000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4761,47615000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4762,47625000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4763,47635000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4764,47645000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4765,47655000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4766,47665000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4767,47675000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4768,47685000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4769,47695000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4770,47705000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4771,47715000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4772,47725000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4773,47735000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4774,47745000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4775,47755000,1,34,34,0,20000,0,0,978,219,36,30046,0,1,1,-1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4776,47765000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4777,47775000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4778,47785000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4779,47795000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4780,47805000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4781,47815000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4782,47825000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4783,47835000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4784,47845000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4785,47855000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4786,47865000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4787,47875000,1,34,34,0,20000,0,2,978,219,36,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4788,47885000,1,34,34,0,20000,0,2,978,219,37,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4789,47895000,1,34,34,0,20000,0,2,978,219,37,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4790,47905000,1,34,34,0,20000,0,2,978,219,37,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4791,47915000,1,34,34,0,20000,0,2,978,219,37,30046,0,1,1,-1,0,0,2048,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4792,47925000,1,34,34,0,20000,0,2,978,219,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4793,47935000,1,34,34,0,20000,0,2,978,219,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4794,47945000,1,34,34,0,20000,0,2,978,219,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4795,47955000,1,34,34,0,20000,0,2,978,219,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4796,47965000,1,34,34,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4797,47975000,1,34,34,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4798,47985000,1,34,34,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4799,47995000,1,34,34,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4800,48005000,1,34,34,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4801,48015000,1,34,34,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
4802,48025000,1,34,34,0,20000,0,2,978,217,37,30030,0,1,1,-1,0,0,2048,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
